province,rural,wealth_quintile,raw_weight_hh,true_cluster,fpc,fpc2,program,itns_in_hh,llins_in_hh,num_of_sleeping_spaces,any_net,treated,more_than_one_net,more_than_one_itn,more_than_one_llin,num_nets,ratio_nets_to_spaces,ratio_greater_than_1,at_least_one_itn,at_least_one_llin,at_least_one_ever_treated,itn_and_irs,itn_or_irs,per_hh_with_irs_in_ea,cat_per_hh_with_irs_in_ea
Luapula,Rural,3,729.2487183,84,0.01005291,0.138554215,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,78.26086957,4
Western,Rural,5,390.545929,184,0.009014085,0.258426964,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,30.43478261,2
Lusaka,Urban,5,1435.774902,100,0.004336827,0.185567006,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Copperbelt,Rural,2,453.1447144,28,0.009740259,0.303030312,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,1,1,76,4
Copperbelt,Urban,5,1380.533325,39,0.004253509,0.129032254,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,54.16666667,3
Central,Rural,4,1043.616455,1,0.008504924,0.101382487,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,2.857142857,1
Southern,Rural,5,709.4030762,162,0.008669267,0.275000006,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,45.45454545,3
Eastern,Rural,3,1266.574219,61,0.010673986,0.116959065,Group 3: Pre-elimination (phase 3),1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,25,2
Muchinga,Rural,2,355.3428955,124,0.008843537,0.290909082,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,25,2
Luapula,Rural,1,654.0604248,78,0.01005291,0.198347107,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,2
Luapula,Urban,4,1629.50769,90,0.002994012,0.157894731,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,87.5,5
Luapula,Rural,2,581.9207153,86,0.01005291,0.127167627,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,90.90909091,5
Northern,Rural,1,631.2456055,132,0.008608972,0.181818187,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,4.347826087,1
Luapula,Rural,2,765.9437256,71,0.01005291,0.100877196,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Western,Rural,1,454.232605,185,0.009014085,0.155844152,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3
Western,Rural,2,608.4604492,189,0.009014085,0.129870132,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,10,1
Lusaka,Urban,5,1435.774902,100,0.004336827,0.185567006,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luapula,Rural,2,473.644928,87,0.01005291,0.203539819,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,43.47826087,3
Copperbelt,Rural,1,146.2341003,26,0.009740259,0.806451619,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,76,4
Eastern,Rural,1,555.6348877,200,0.010673986,0.147540987,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,79.16666667,4
Central,Rural,5,641.1096802,18,0.008504924,0.263157904,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,20,2
Copperbelt,Urban,5,1653.740723,37,0.004253509,0.328358203,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5
Eastern,Rural,1,660.1539307,52,0.010673986,0.145348832,Group 3: Pre-elimination (phase 3),1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,72,4
Central,Rural,4,1043.616455,1,0.008504924,0.101382487,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,2.857142857,1
Eastern,Rural,1,619.6938477,55,0.010673986,0.154838711,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3
Copperbelt,Rural,2,476.67099,22,0.009740259,0.191176474,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,15.38461538,1
Lusaka,Rural,4,258.8890076,92,0.010804322,0.19178082,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,1
Central,Rural,4,559.4170532,12,0.008504924,0.150793657,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05263158,2
Eastern,Rural,1,703.6523438,44,0.010673986,0.196721315,Group 2: Pre-elimination (phase 2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,4
Copperbelt,Rural,4,2013.269531,25,0.009740259,0.055944055,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,75,4
Luapula,Rural,1,473.644928,87,0.01005291,0.203539819,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,43.47826087,3
Western,Rural,3,784.9139404,192,0.009014085,0.162337661,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lusaka,Urban,5,1356.745117,106,0.004336827,0.115207374,Contorl,2,2,4,1,2,1,1,1,2,0.5,0,1,1,1,0,1,4,1
Luapula,Rural,3,1017.982971,73,0.01005291,0.129032254,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3
Central,Rural,4,641.1096802,18,0.008504924,0.263157904,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,20,2
Muchinga,Rural,2,340.9855652,119,0.008843537,0.282352954,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,37.5,2
Luapula,Rural,3,581.9207153,86,0.01005291,0.127167627,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,90.90909091,5
Eastern,Rural,5,610.8093872,45,0.010673986,0.143999994,Group 2: Pre-elimination (phase 2),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,77.77777778,4
Central,Urban,5,2280.060059,20,0.003372681,0.185185179,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2
Central,Urban,5,1177.460938,21,0.003372681,0.221052632,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,19.04761905,1
Muchinga,Rural,4,482.4048157,118,0.008843537,0.271428585,Contorl,3,3,5,1,3,1,1,1,3,0.6,0,1,1,1,0,1,0,1
Eastern,Rural,4,746.6121826,202,0.010673986,0.148809522,Group 1: Pre-elimination (phase 1),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,62.5,4
Southern,Rural,3,866.6915894,176,0.008669267,0.107476637,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.47826087,3
Eastern,Rural,3,603.1306763,198,0.010673986,0.152173907,Group 2: Pre-elimination (phase 2),1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,90.47619048,5
Northern,Rural,1,1421.343872,142,0.008608972,0.058608059,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,61.9047619,4
Central,Urban,5,2280.060059,20,0.003372681,0.185185179,Contorl,4,4,5,1,4,1,1,1,4,0.8,0,1,1,1,0,1,28,2
Northern,Rural,1,366.293396,138,0.008608972,0.300000012,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,14.28571429,1
Copperbelt,Urban,5,1019.115234,32,0.004253509,0.446428567,Contorl,4,4,8,1,4,1,1,1,4,0.5,0,1,1,1,0,1,32,2
Northern,Rural,1,444.9024048,144,0.008608972,0.260869563,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,95.83333333,5
Lusaka,Urban,5,1193.286987,102,0.004336827,0.149606302,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Western,Rural,3,455.3486633,191,0.009014085,0.201680675,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,50,3
Western,Rural,3,434.698822,187,0.009014085,0.349999994,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1
Luapula,Rural,2,376.8461914,79,0.01005291,0.240384609,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,56,3
Lusaka,Rural,4,676.0807495,95,0.010804322,0.128205135,Contorl,1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,66.66666667,4
Eastern,Rural,3,416.0484619,64,0.010673986,0.161073819,Group 2: Pre-elimination (phase 2),0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,4
Eastern,Rural,4,177.9990234,59,0.010673986,0.479166657,Group 3: Pre-elimination (phase 3),2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,69.56521739,4
Central,Rural,1,1185.927734,1,0.008504924,0.101382487,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,2.857142857,1
Luapula,Rural,2,538.1774902,81,0.01005291,0.182481751,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,44,3
Central,Rural,2,574.0814209,11,0.008504924,0.298701286,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43478261,2
Eastern,Rural,4,490.130249,41,0.010673986,0.118811883,Group 1: Pre-elimination (phase 1),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,72.72727273,4
North-Western,Urban,4,2388.099854,157,0.005050505,0.131736532,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,60,4
Luapula,Urban,4,1629.50769,90,0.002994012,0.157894731,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,87.5,5
Central,Rural,5,936.3359375,6,0.008504924,0.178571433,Contorl,7,7,4,1,7,1,1,1,7,1.75,1,1,1,1,0,1,15,1
Lusaka,Urban,5,1902.555176,105,0.004336827,0.085185185,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Copperbelt,Urban,5,1197.647339,38,0.004253509,0.25555557,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,41.66666667,3
Western,Rural,2,784.9139404,192,0.009014085,0.162337661,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Central,Rural,3,470.0323181,2,0.008504924,0.220338985,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,44.44444444,3
Central,Rural,2,661.0271606,19,0.008504924,0.219780222,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4
Eastern,Rural,1,570.9179077,199,0.010673986,0.168067232,Group 1: Pre-elimination (phase 1),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,65,4
Luapula,Rural,3,642.6174927,76,0.01005291,0.157232702,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.55555556,5
Northern,Rural,1,511.7737122,126,0.008608972,0.46938777,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,83.33333333,5
Eastern,Rural,4,785.3162842,47,0.010673986,0.145299152,Group 2: Pre-elimination (phase 2),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Lusaka,Rural,5,785.8235474,94,0.010804322,0.178294569,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,1,1,8.695652174,1
Copperbelt,Urban,5,1197.647339,38,0.004253509,0.25555557,Contorl,3,3,5,1,3,1,1,1,3,0.6,0,1,1,1,1,1,41.66666667,3
Western,Rural,3,402.0045471,188,0.009014085,0.357142866,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,20,2
Copperbelt,Urban,5,1394.449951,33,0.004253509,0.14371258,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,1,1,50,3
North-Western,Rural,3,533.244873,154,0.011178861,0.15436241,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,1,1,47.82608696,3
Luapula,Rural,1,1017.982971,73,0.01005291,0.129032254,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3
Northern,Rural,1,743.1612549,136,0.008608972,0.106918238,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,52.94117647,3
Copperbelt,Urban,1,1019.115234,32,0.004253509,0.446428567,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2
Northern,Rural,2,644.4005127,137,0.008608972,0.124260359,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,66.66666667,4
Western,Rural,2,441.7264709,190,0.009014085,0.274725288,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,48,3
Muchinga,Rural,1,482.4048157,118,0.008843537,0.271428585,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,0,1
Northern,Rural,2,1004.013367,139,0.008608972,0.06051873,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04761905,1
Copperbelt,Urban,5,1380.533325,39,0.004253509,0.129032254,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16666667,3
Eastern,Rural,4,661.9102783,201,0.010673986,0.216216221,Group 2: Pre-elimination (phase 2),1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,87.5,5
Lusaka,Urban,5,3014.49292,107,0.004336827,0.093333334,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,1
Muchinga,Rural,1,482.4048157,118,0.008843537,0.271428585,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Central,Rural,4,612.7114868,7,0.008504924,0.175999999,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,50,3
Central,Urban,5,1177.460938,21,0.003372681,0.221052632,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,1,19.04761905,1
Lusaka,Urban,5,1624.172241,110,0.004336827,0.196850389,Contorl,3,3,4,1,3,1,1,1,3,0.75,0,1,1,1,1,1,20,2
Southern,Rural,4,460.5774536,172,0.008669267,0.137724549,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,65.2173913,4
Northern,Rural,1,644.4005127,137,0.008608972,0.124260359,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,66.66666667,4
Central,Rural,5,1003.477356,1,0.008504924,0.101382487,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,2.857142857,1
Central,Rural,5,909.2398071,13,0.008504924,0.091304347,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,14.28571429,1
Eastern,Urban,5,1661.061035,70,0.004081632,0.203703701,Group 2: Pre-elimination (phase 2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,2
Lusaka,Urban,3,1519.062622,109,0.004336827,0.115183249,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,1
Central,Rural,1,527.8833008,16,0.008504924,0.117948718,Contorl,1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,45.83333333,3
North-Western,Urban,5,2388.099854,157,0.005050505,0.131736532,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,60,4
Muchinga,Urban,5,242.2261658,125,0.005319149,0.269662917,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,45.83333333,3
Western,Rural,1,390.545929,184,0.009014085,0.258426964,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43478261,2
Southern,Rural,2,620.3729858,177,0.008669267,0.256410271,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,4.347826087,1
Southern,Rural,4,863.7886963,170,0.008669267,0.209999993,Contorl,3,3,12,1,3,1,1,1,3,0.25,0,1,1,1,0,1,0,1
Southern,Rural,3,565.1546021,174,0.008669267,0.090163931,Contorl,2,2,6,1,2,1,1,1,2,0.333333333,0,1,1,1,0,1,34.28571429,2
Northern,Rural,2,86.04906464,141,0.008608972,0.333333343,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,13.63636364,1
Southern,Rural,3,849.9223022,163,0.008669267,0.132231399,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,52.94117647,3
Eastern,Rural,1,660.1539307,52,0.010673986,0.145348832,Group 3: Pre-elimination (phase 3),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,72,4
Lusaka,Rural,4,484.2188721,98,0.010804322,0.234693885,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
North-Western,Rural,4,738.3956909,146,0.011178861,0.200000003,Contorl,1,0,4,1,1,0,0,0,1,0.25,0,1,0,1,0,1,65.2173913,4
Luapula,Rural,5,397.2858582,83,0.01005291,0.191666663,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,75,4
Western,Rural,4,402.0045471,188,0.009014085,0.357142866,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,20,2
Southern,Rural,5,548.4053345,167,0.008669267,0.146153852,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,47.61904762,3
Southern,Rural,4,643.9437866,175,0.008669267,0.216981128,Contorl,3,3,1,1,3,1,1,1,3,3,1,1,1,1,0,1,8.695652174,1
Eastern,Rural,4,490.130249,41,0.010673986,0.118811883,Group 1: Pre-elimination (phase 1),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72.72727273,4
Luapula,Rural,2,471.8781433,75,0.01005291,0.210084036,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,84,5
Western,Rural,1,390.545929,184,0.009014085,0.258426964,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,30.43478261,2
Western,Rural,2,616.3865967,181,0.009014085,0.201680675,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,1,1,37.5,2
Northern,Rural,2,771.267334,129,0.008608972,0.178571433,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2
Central,Rural,3,205.3968658,15,0.008504924,0.585365832,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,1,11.53846154,1
Muchinga,Urban,5,242.2261658,125,0.005319149,0.269662917,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,45.83333333,3
North-Western,Rural,2,783.1801147,156,0.011178861,0.119834714,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
Muchinga,Rural,1,341.5785828,120,0.008843537,0.205357149,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,22.72727273,2
Eastern,Rural,3,441.381958,57,0.010673986,0.217391297,Group 3: Pre-elimination (phase 3),5,5,2,1,5,1,1,1,5,2.5,1,1,1,1,1,1,84,5
Eastern,Rural,1,555.6348877,200,0.010673986,0.147540987,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,79.16666667,4
Eastern,Rural,4,556.348999,49,0.010673986,0.139240503,Group 1: Pre-elimination (phase 1),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,50,3
Southern,Rural,4,1015.069885,173,0.008669267,0.139534891,Contorl,3,3,4,1,3,1,1,1,3,0.75,0,1,1,1,0,1,12,1
Western,Urban,1,813.239624,196,0.004672897,0.324675322,Contorl,3,0,3,1,3,1,1,0,3,1,1,1,0,1,0,1,50,3
Luapula,Rural,1,581.9207153,86,0.01005291,0.127167627,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90.90909091,5
Northern,Rural,1,229.5438385,133,0.008608972,0.600000024,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,57.89473684,3
Northern,Urban,5,1934.877197,145,0.003367003,0.172131151,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,31.81818182,2
Lusaka,Urban,4,1902.555176,105,0.004336827,0.085185185,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Copperbelt,Rural,3,453.1447144,28,0.009740259,0.303030312,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4
North-Western,Rural,4,783.1801147,156,0.011178861,0.119834714,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,12,1
Eastern,Rural,1,555.6348877,200,0.010673986,0.147540987,Group 3: Pre-elimination (phase 3),1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,79.16666667,4
Eastern,Rural,5,387.9973755,66,0.010673986,0.179856122,Group 1: Pre-elimination (phase 1),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5
Copperbelt,Rural,3,453.1447144,28,0.009740259,0.303030312,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4
Luapula,Rural,1,1017.982971,73,0.01005291,0.129032254,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3
Eastern,Rural,4,294.5521545,46,0.010673986,0.333333343,Group 2: Pre-elimination (phase 2),1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,58.33333333,3
Western,Rural,2,608.4604492,189,0.009014085,0.129870132,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,10,1
Southern,Rural,3,676.9153442,160,0.008669267,0.186274514,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Eastern,Rural,1,681.663269,197,0.010673986,0.193548381,Group 2: Pre-elimination (phase 2),1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,83.33333333,5
Eastern,Rural,2,555.6348877,200,0.010673986,0.147540987,Group 3: Pre-elimination (phase 3),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,79.16666667,4
Southern,Rural,3,620.3729858,177,0.008669267,0.256410271,Contorl,2,2,4,1,2,1,1,1,2,0.5,0,1,1,1,0,1,4.347826087,1
Luapula,Rural,1,537.7335815,89,0.01005291,0.291666657,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82.60869565,5
Lusaka,Urban,5,2968.234619,111,0.004336827,0.0995671,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04347826,1
Luapula,Rural,1,765.9437256,71,0.01005291,0.100877196,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Western,Rural,1,481.2757568,183,0.009014085,0.347222209,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,36,2
Copperbelt,Rural,4,476.67099,22,0.009740259,0.191176474,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,15.38461538,1
North-Western,Rural,1,738.3956909,146,0.011178861,0.200000003,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,65.2173913,4
Lusaka,Urban,5,3014.49292,107,0.004336827,0.093333334,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,1
Eastern,Rural,4,660.1539307,52,0.010673986,0.145348832,Group 3: Pre-elimination (phase 3),3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,1,1,72,4
Eastern,Rural,1,619.6938477,55,0.010673986,0.154838711,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52,3
Western,Rural,2,608.4604492,189,0.009014085,0.129870132,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,10,1
Lusaka,Rural,5,258.8890076,92,0.010804322,0.19178082,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,18.75,1
Southern,Rural,3,590.8314209,169,0.008669267,0.233333334,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1
Central,Rural,3,425.211792,17,0.008504924,0.300000012,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,0,1
Eastern,Rural,1,556.348999,49,0.010673986,0.139240503,Group 1: Pre-elimination (phase 1),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
Muchinga,Rural,4,235.6892395,112,0.008843537,0.490196079,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5
Northern,Rural,2,631.2456055,132,0.008608972,0.181818187,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,4.347826087,1
Eastern,Rural,4,660.1539307,52,0.010673986,0.145348832,Group 3: Pre-elimination (phase 3),2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,72,4
Western,Rural,3,784.9139404,192,0.009014085,0.162337661,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eastern,Rural,1,387.9973755,66,0.010673986,0.179856122,Group 1: Pre-elimination (phase 1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5
Eastern,Rural,2,461.8257446,53,0.010673986,0.186567158,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,3
Luapula,Rural,4,471.8781433,75,0.01005291,0.210084036,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,84,5
Lusaka,Rural,5,576.4810181,96,0.010804322,0.268817216,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4
Copperbelt,Rural,5,517.9124146,27,0.009740259,0.322580636,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,56,3
Muchinga,Urban,5,242.2261658,125,0.005319149,0.269662917,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3
Lusaka,Urban,5,1435.774902,100,0.004336827,0.185567006,Contorl,3,3,5,1,3,1,1,1,3,0.6,0,1,1,1,0,1,0,1
Luapula,Rural,4,496.3392334,82,0.01005291,0.135714293,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,89.47368421,5
Western,Rural,3,434.698822,187,0.009014085,0.349999994,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Eastern,Rural,2,395.324707,68,0.010673986,0.242718443,Group 1: Pre-elimination (phase 1),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,78.26086957,4
Southern,Rural,3,540.2883301,164,0.008669267,0.169354841,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,19.04761905,1
Luapula,Rural,2,476.3570557,88,0.01005291,0.202380955,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18181818,4
Southern,Rural,4,548.4053345,167,0.008669267,0.146153852,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,3
Luapula,Rural,2,1017.982971,73,0.01005291,0.129032254,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,55,3
Central,Rural,4,612.7114868,7,0.008504924,0.175999999,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
Central,Urban,5,1177.460938,21,0.003372681,0.221052632,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,19.04761905,1
Muchinga,Rural,3,375.7364807,123,0.008843537,0.284090906,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,1,0,1
Lusaka,Urban,4,1884.916626,108,0.004336827,0.117346942,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1
